Incident_ID,Report_Time,Phone_Number,Tags,Report_Count,Transaction_Amount,Victim_Demographic,Is_Fraud
UID-07a8b9c0,2026-03-13 05:11:00,+886-904-400-067,"網路交友,要求儲值,點數卡",21,143964,大專院校,1
UID-28e85756,2026-03-12 19:43:00,+886-902-126-266,"假檢警,監管帳戶",3,4356757,70+ 長者,1
UID-65237623,2026-03-13 01:12:00,+886-902-141-211,"假員警,偵查不公開",2,6360343,70+ 長者,1
UID-ffa7161b,2026-03-12 23:43:00,+886-901-948-022,"幽靈包裹,超商取貨",196,34367,學生,1
UID-61410a1a,2026-03-12 20:56:00,+886-905-690-660,"一般客訴,服務態度",1,0,學生,0
UID-e166cd8a,2026-03-13 07:42:00,+886-905-912-545,"正常投資諮詢,理財規劃",1,0,上班族,0
UID-8ad2a080,2026-03-13 05:57:00,+886-901-634-039,"網路購物詐騙,假賣場",225,3281,高中職以下,1
UID-fe773f47,2026-03-12 12:12:00,+886-902-102-856,"假扣押財產,面交黃金白銀",2,4696726,70+ 長者,1
UID-566ad072,2026-03-12 20:02:00,+886-902-108-710,"假員警,偵查不公開",1,4533079,50-69 中高齡,1
UID-f60aacce,2026-03-12 17:10:00,+886-905-822-984,"債務不履行,退款延遲",2,3000,學生,0
UID-b2539b20,2026-03-13 00:29:00,+886-905-998-961,"一般客訴,服務態度",1,15000,高中職以下,0
UID-bc801dd8,2026-03-12 10:54:00,+886-904-935-061,"網路交友,AI濾鏡假冒",26,84174,上班族,1
UID-cc5e5930,2026-03-12 09:05:00,+886-905-919-347,"一般客訴,服務態度",1,500,碩博士,0
UID-a8468052,2026-03-12 17:09:00,+886-905-788-256,"正常投資諮詢,理財規劃",1,15000,高中職以下,0
UID-b46f590d,2026-03-13 03:27:00,+886-901-959-035,"網路購物詐騙,解除分期付款",184,27920,高中職以下,1
UID-45930f64,2026-03-13 04:25:00,+886-903-883-088,"假投資,內線交易,VIP通道",12,1000528,碩博士,1
UID-f5a0a78a,2026-03-12 14:39:00,+886-901-699-041,"網路購物詐騙,解除分期付款",163,14132,大專院校,1
UID-8aa8a8fa,2026-03-13 06:10:00,+886-901-340-047,"幽靈包裹,超商取貨",206,4710,大專院校,1
UID-25474a1c,2026-03-12 22:07:00,+886-905-609-966,"一般客訴,服務態度",1,500,上班族,0
UID-4e675783,2026-03-12 09:35:00,+886-903-880-053,"假投資,虛擬貨幣,高報酬",12,2855751,50-69 中高齡,1
UID-770c90dd,2026-03-13 08:04:00,+886-903-889-007,"假投資,虛擬貨幣,高報酬",14,1280073,碩博士,1
UID-7a68f2b5,2026-03-12 14:06:00,+886-903-888-072,"假投資,內線交易,VIP通道",18,898417,碩博士,1
UID-2c8326b2,2026-03-12 17:30:00,+886-904-730-077,"Threads廣告,假兼職",17,55040,大專院校,1
UID-4b67fb5e,2026-03-12 13:59:00,+886-902-174-136,"假冒郵局,普發現金冒領",2,3844840,70+ 長者,1
UID-24fdc5ff,2026-03-12 11:51:00,+886-902-167-581,"假檢警,監管帳戶",3,3524620,70+ 長者,1
UID-30f49c08,2026-03-12 18:41:00,+886-905-103-571,"交易糾紛,商品瑕疵",2,0,學生,0
UID-ef205c49,2026-03-12 09:08:00,+886-999-999-999,"機器人測試,惡意灌水",14366,0,未知,0
UID-e2a1b990,2026-03-12 19:15:00,+886-905-292-985,"債務不履行,退款延遲",2,3000,大專院校,0
UID-0b4dbbc7,2026-03-13 03:33:00,+886-901-866-025,"網路購物詐騙,假賣場",199,9790,高中職以下,1
UID-357086ed,2026-03-13 07:28:00,+886-901-191-048,"網路購物詐騙,解除分期付款",241,35405,學生,1
UID-8b914447,2026-03-13 06:00:00,+886-905-171-471,"司法文書送達,正常公務",1,500,高中職以下,0
UID-2ffcc959,2026-03-12 13:32:00,+886-901-594-028,"幽靈包裹,超商取貨",270,34843,上班族,1
UID-5c974f3e,2026-03-12 19:20:00,+886-905-335-863,"司法文書送達,正常公務",1,3000,70+ 長者,0
UID-9f40f945,2026-03-12 20:58:00,+886-904-105-015,"Threads廣告,假兼職",12,58693,大專院校,1
UID-6b1e030e,2026-03-13 03:29:00,+886-902-130-618,"假員警,偵查不公開",3,6230501,碩博士,1
UID-3756b705,2026-03-12 11:18:00,+886-903-889-030,"假投資,保證獲利",17,2240870,碩博士,1
UID-78b2304e,2026-03-12 23:24:00,+886-903-881-059,"假投資,保證獲利",13,1012209,碩博士,1
UID-ee6c84c7,2026-03-13 08:16:00,+886-905-807-874,"一般客訴,服務態度",1,500,70+ 長者,0
UID-143d3cd1,2026-03-12 18:12:00,+886-903-889-067,"假投資,虛擬貨幣,高報酬",12,4787056,碩博士,1
UID-83a1eca1,2026-03-13 01:34:00,+886-902-154-464,"假員警,偵查不公開",1,2512444,70+ 長者,1
UID-03f3f1da,2026-03-12 20:36:00,+886-901-907-026,"網路購物詐騙,假賣場",192,28970,上班族,1
UID-3b51e341,2026-03-12 11:48:00,+886-903-885-078,"假投資,保證獲利",6,1470769,上班族,1
UID-8778ec8a,2026-03-12 14:48:00,+886-905-684-686,"司法文書送達,正常公務",1,500,50-69 中高齡,0
UID-3da16c5c,2026-03-12 19:34:00,+886-905-775-464,"交易糾紛,商品瑕疵",1,0,上班族,0
UID-f695fbd3,2026-03-12 22:58:00,+886-905-118-384,"債務不履行,退款延遲",1,3000,大專院校,0
UID-47c117d8,2026-03-12 15:27:00,+886-905-809-345,"正常投資諮詢,理財規劃",2,3000,學生,0
UID-8419b77a,2026-03-12 15:22:00,+886-903-883-083,"假投資,資金盤",5,2655954,碩博士,1
UID-a4a3a4e6,2026-03-12 22:31:00,+886-903-883-086,"假投資,虛擬貨幣,高報酬",9,4703130,碩博士,1
UID-6058d1f8,2026-03-13 04:22:00,+886-905-684-579,"交易糾紛,商品瑕疵",1,3000,碩博士,0
UID-28a616cc,2026-03-12 13:23:00,+886-901-411-049,"網路購物詐騙,ATM操作",150,32765,上班族,1
UID-64944d39,2026-03-13 05:49:00,+886-904-428-025,"Threads廣告,假兼職",10,51449,碩博士,1
UID-510ffb7f,2026-03-12 12:10:00,+886-904-956-079,"網路交友,AI濾鏡假冒",21,102768,大專院校,1
UID-8d573996,2026-03-13 00:54:00,+886-904-107-020,"Threads廣告,假兼職",15,136544,碩博士,1
UID-820cb620,2026-03-12 18:02:00,+886-903-883-008,"假投資,資金盤",13,1011745,50-69 中高齡,1
UID-ad79bbbb,2026-03-12 22:26:00,+886-904-484-056,"網路交友,要求儲值,點數卡",27,46582,學生,1
UID-8719a721,2026-03-13 04:46:00,+886-904-222-077,"殺豬盤,平台無法出金",4,103472,碩博士,1
UID-0fd1ea0c,2026-03-12 12:43:00,+886-905-870-873,"一般客訴,服務態度",1,3000,高中職以下,0
UID-4485d5c5,2026-03-13 02:54:00,+886-904-280-004,"網路交友,要求儲值,點數卡",17,38439,上班族,1
UID-b53197ab,2026-03-12 11:40:00,+886-905-935-983,"司法文書送達,正常公務",2,0,大專院校,0
UID-807a201f,2026-03-13 00:18:00,+886-904-910-055,"網路交友,AI濾鏡假冒",16,398,碩博士,1
UID-7eccbf43,2026-03-13 05:04:00,+886-901-128-019,"網路購物詐騙,ATM操作",980,38548,高中職以下,1
UID-5ecc1740,2026-03-12 21:58:00,+886-905-789-704,"司法文書送達,正常公務",2,15000,70+ 長者,0
UID-91deb909,2026-03-13 07:28:00,+886-903-887-045,"假投資,內線交易,VIP通道",15,3503130,上班族,1
UID-8c3717a0,2026-03-12 09:34:00,+886-905-999-939,"一般客訴,服務態度",2,15000,大專院校,0
UID-32d4ce8a,2026-03-12 12:10:00,+886-903-880-044,"假投資,虛擬貨幣,高報酬",11,1030318,碩博士,1
UID-dafd083b,2026-03-13 00:52:00,+886-903-886-038,"假投資,內線交易,VIP通道",13,791922,50-69 中高齡,1
UID-5c3c1127,2026-03-12 13:27:00,+886-903-880-016,"假投資,虛擬貨幣,高報酬",16,3681662,上班族,1
UID-8072431a,2026-03-13 01:40:00,+886-904-407-036,"網路交友,要求儲值,點數卡",15,76186,大專院校,1
UID-d5cfca0e,2026-03-12 21:47:00,+886-905-789-752,"一般客訴,服務態度",1,3000,50-69 中高齡,0
UID-f0a1d0e2,2026-03-13 06:55:00,+886-904-722-037,"殺豬盤,平台無法出金",29,120513,大專院校,1
UID-3b49a759,2026-03-12 23:21:00,+886-902-146-303,"假員警,偵查不公開",3,6782850,70+ 長者,1
UID-49fb4e88,2026-03-13 07:48:00,+886-901-803-033,"網路購物詐騙,假賣場",165,37161,上班族,1
UID-4b7a058a,2026-03-13 07:08:00,+886-905-382-371,"一般客訴,服務態度",1,15000,學生,0
UID-3d926bf5,2026-03-13 06:44:00,+886-901-867-016,"網路購物詐騙,假賣場",206,7261,上班族,1
UID-26dcbb13,2026-03-13 03:03:00,+886-905-646-203,"司法文書送達,正常公務",1,0,學生,0
UID-91ea01e9,2026-03-12 18:09:00,+886-903-886-019,"假投資,內線交易,VIP通道",20,1138766,上班族,1
UID-27298ac4,2026-03-12 14:20:00,+886-903-885-072,"假投資,虛擬貨幣,高報酬",12,2638445,大專院校,1
UID-a02075a9,2026-03-13 07:57:00,+886-905-994-969,"正常投資諮詢,理財規劃",1,15000,學生,0
UID-89ba9e57,2026-03-12 10:07:00,+886-903-883-069,"假投資,資金盤",5,219874,碩博士,1
UID-feefcead,2026-03-12 15:37:00,+886-902-146-719,"假扣押財產,面交黃金白銀",2,7305873,70+ 長者,1
UID-2af5a767,2026-03-12 18:00:00,+886-902-110-754,"假扣押財產,面交黃金白銀",2,4266217,70+ 長者,1
UID-2c137708,2026-03-13 07:26:00,+886-905-254-444,"正常投資諮詢,理財規劃",1,3000,50-69 中高齡,0
UID-70eb5d79,2026-03-13 08:43:00,+886-905-883-192,"一般客訴,服務態度",1,3000,50-69 中高齡,0
UID-25631a6f,2026-03-12 12:42:00,+886-902-126-865,"假員警,偵查不公開",2,4384645,70+ 長者,1
UID-ceac02cd,2026-03-12 23:47:00,+886-905-198-797,"正常投資諮詢,理財規劃",2,0,70+ 長者,0
UID-3f055501,2026-03-13 08:34:00,+886-903-880-032,"假投資,保證獲利",6,3669493,碩博士,1
UID-64c02323,2026-03-12 09:46:00,+886-905-286-752,"司法文書送達,正常公務",2,3000,上班族,0
UID-2feee30b,2026-03-12 14:21:00,+886-905-290-341,"債務不履行,退款延遲",2,15000,學生,0
UID-40ca5af0,2026-03-12 11:04:00,+886-903-886-017,"假投資,保證獲利",15,4161020,上班族,1
UID-2ab0a6bc,2026-03-13 06:12:00,+886-903-889-013,"假投資,虛擬貨幣,高報酬",5,1663912,上班族,1
UID-6c69955f,2026-03-13 05:05:00,+886-905-736-425,"正常投資諮詢,理財規劃",2,3000,大專院校,0
UID-5e336e0d,2026-03-13 07:08:00,+886-902-155-469,"假扣押財產,面交黃金白銀",3,4656603,70+ 長者,1
UID-73a44286,2026-03-13 00:10:00,+886-904-221-053,"網路交友,要求儲值,點數卡",18,94709,大專院校,1
UID-fe56ae01,2026-03-12 09:53:00,+886-904-395-046,"網路交友,要求儲值,點數卡",10,26849,學生,1
UID-a93e8a5a,2026-03-12 16:37:00,+886-904-838-013,"殺豬盤,平台無法出金",25,124925,碩博士,1
UID-473728b8,2026-03-13 06:16:00,+886-902-149-865,"假員警,偵查不公開",3,5788018,50-69 中高齡,1
UID-d30badc7,2026-03-12 10:11:00,+886-902-125-681,"假冒郵局,普發現金冒領",1,5063362,70+ 長者,1
UID-309f04d7,2026-03-12 20:08:00,+886-903-881-011,"假投資,保證獲利",13,352044,碩博士,1
UID-4adc8d31,2026-03-12 13:09:00,+886-902-197-243,"假扣押財產,面交黃金白銀",1,4982986,70+ 長者,1
UID-025c2031,2026-03-12 18:31:00,+886-903-883-009,"假投資,虛擬貨幣,高報酬",16,1959632,50-69 中高齡,1
UID-1374c0ca,2026-03-12 09:16:00,+886-903-885-089,"假投資,虛擬貨幣,高報酬",16,1562963,50-69 中高齡,1
UID-1261bd60,2026-03-12 12:23:00,+886-903-880-031,"假投資,虛擬貨幣,高報酬",13,4320926,碩博士,1
UID-c46117aa,2026-03-12 11:20:00,+886-905-739-106,"債務不履行,退款延遲",1,0,學生,0
UID-903cfdc4,2026-03-13 01:32:00,+886-905-460-766,"正常投資諮詢,理財規劃",1,0,70+ 長者,0
UID-175c0f45,2026-03-13 07:09:00,+886-904-385-065,"網路交友,要求儲值,點數卡",21,89403,大專院校,1
UID-a6f1ec37,2026-03-12 10:51:00,+886-903-884-080,"假投資,資金盤",18,4999528,上班族,1
UID-062cbd32,2026-03-12 15:17:00,+886-901-601-041,"網路購物詐騙,假賣場",668,10929,高中職以下,1
UID-57979d22,2026-03-13 06:00:00,+886-901-380-019,"幽靈包裹,超商取貨",186,35226,上班族,1
UID-a05d5e1a,2026-03-12 10:47:00,+886-904-192-081,"網路交友,AI濾鏡假冒",2,145226,碩博士,1
UID-67e8523e,2026-03-13 02:41:00,+886-903-885-058,"假投資,保證獲利",6,4117011,上班族,1
UID-129c4dae,2026-03-12 12:15:00,+886-901-581-046,"網路購物詐騙,解除分期付款",194,44242,高中職以下,1
UID-b1edc6c9,2026-03-13 01:35:00,+886-905-156-870,"正常投資諮詢,理財規劃",2,3000,50-69 中高齡,0
UID-573da415,2026-03-12 19:12:00,+886-902-137-952,"假冒郵局,普發現金冒領",2,7289461,70+ 長者,1
UID-b81a62d9,2026-03-13 05:38:00,+886-905-383-817,"交易糾紛,商品瑕疵",2,15000,學生,0
UID-16852cae,2026-03-12 18:10:00,+886-905-603-602,"司法文書送達,正常公務",2,500,70+ 長者,0
UID-3a2eac1a,2026-03-13 01:00:00,+886-905-170-600,"司法文書送達,正常公務",1,3000,碩博士,0
UID-bbd88c9a,2026-03-12 13:10:00,+886-905-659-642,"債務不履行,退款延遲",2,0,70+ 長者,0
UID-446b2ffe,2026-03-12 18:12:00,+886-905-936-636,"正常投資諮詢,理財規劃",2,500,碩博士,0
UID-b2d281c3,2026-03-12 20:03:00,+886-903-885-061,"假投資,資金盤",7,2678080,上班族,1
UID-8fa7fd40,2026-03-12 16:27:00,+886-902-197-384,"假員警,偵查不公開",2,6542995,70+ 長者,1
UID-f6c98b84,2026-03-13 04:05:00,+886-903-886-046,"假投資,保證獲利",15,208370,碩博士,1
UID-02ad2a8f,2026-03-13 07:10:00,+886-903-883-045,"假投資,保證獲利",14,3302569,碩博士,1
UID-3203c7d6,2026-03-13 00:18:00,+886-903-882-025,"假投資,資金盤",9,2871213,50-69 中高齡,1
UID-15d6dc86,2026-03-12 19:47:00,+886-903-889-093,"假投資,虛擬貨幣,高報酬",13,4685449,碩博士,1
UID-506590bd,2026-03-12 22:37:00,+886-901-160-020,"幽靈包裹,超商取貨",185,27495,大專院校,1
UID-e29900f2,2026-03-12 23:18:00,+886-903-883-087,"假投資,資金盤",19,2095860,上班族,1
UID-1ee5f92a,2026-03-12 18:02:00,+886-903-888-027,"假投資,資金盤",13,2188339,上班族,1
UID-3fb31416,2026-03-12 22:03:00,+886-903-881-037,"假投資,資金盤",16,2708727,上班族,1
UID-922cc602,2026-03-13 00:42:00,+886-905-859-982,"交易糾紛,商品瑕疵",1,15000,上班族,0
UID-9d74f873,2026-03-13 08:52:00,+886-905-678-725,"交易糾紛,商品瑕疵",1,500,70+ 長者,0
UID-e9072b44,2026-03-12 12:51:00,+886-902-193-661,"假檢警,監管帳戶",2,6727599,50-69 中高齡,1
UID-7dd0dfa0,2026-03-12 20:33:00,+886-901-157-049,"網路購物詐騙,假賣場",463,23312,學生,1
UID-99c58f2a,2026-03-12 11:49:00,+886-904-300-043,"網路交友,要求儲值,點數卡",12,72065,學生,1
UID-38e1c9ad,2026-03-13 07:09:00,+886-903-880-028,"假投資,資金盤",16,1314246,上班族,1
UID-982ecead,2026-03-13 00:16:00,+886-904-928-052,"Threads廣告,假兼職",26,60825,碩博士,1
UID-4a492a54,2026-03-12 19:38:00,+886-901-359-020,"網路購物詐騙,解除分期付款",662,23012,高中職以下,1
UID-a931067f,2026-03-12 13:18:00,+886-905-442-240,"債務不履行,退款延遲",2,3000,70+ 長者,0
UID-b1608a03,2026-03-13 08:42:00,+886-903-884-039,"假投資,內線交易,VIP通道",7,360595,碩博士,1
UID-9b32b2bc,2026-03-12 23:17:00,+886-903-886-048,"假投資,虛擬貨幣,高報酬",8,2071424,上班族,1
UID-a43f1484,2026-03-12 10:55:00,+886-905-445-214,"司法文書送達,正常公務",2,500,50-69 中高齡,0
UID-d6dcf17f,2026-03-13 00:40:00,+886-903-886-063,"假投資,虛擬貨幣,高報酬",10,4906721,碩博士,1
UID-43b36b89,2026-03-13 01:37:00,+886-903-883-071,"假投資,保證獲利",16,4806774,上班族,1
UID-c31f6f8b,2026-03-12 11:44:00,+886-905-754-781,"一般客訴,服務態度",2,0,學生,0
UID-ebc44ac6,2026-03-12 21:19:00,+886-901-639-008,"幽靈包裹,超商取貨",248,36859,上班族,1
UID-81ec6525,2026-03-13 00:11:00,+886-903-888-061,"假投資,虛擬貨幣,高報酬",14,519520,50-69 中高齡,1
UID-385fba89,2026-03-12 18:59:00,+886-902-197-176,"假扣押財產,面交黃金白銀",2,4116362,50-69 中高齡,1
UID-2322c414,2026-03-12 14:50:00,+886-903-883-099,"假投資,內線交易,VIP通道",11,2219790,50-69 中高齡,1
UID-eaa06ff7,2026-03-12 20:28:00,+886-901-100-029,"網路購物詐騙,ATM操作",183,13252,大專院校,1
UID-1b7ae811,2026-03-13 03:11:00,+886-905-940-437,"一般客訴,服務態度",2,3000,學生,0
UID-9d115890,2026-03-13 02:14:00,+886-901-459-048,"網路購物詐騙,假賣場",150,24913,高中職以下,1
UID-02900a7f,2026-03-13 02:59:00,+886-901-766-015,"網路購物詐騙,解除分期付款",719,18479,高中職以下,1
UID-6b4028b8,2026-03-13 04:38:00,+886-905-453-983,"正常投資諮詢,理財規劃",1,15000,高中職以下,0
UID-6429efee,2026-03-12 19:54:00,+886-903-885-037,"假投資,虛擬貨幣,高報酬",9,2688661,上班族,1
UID-20540208,2026-03-12 12:47:00,+886-903-889-087,"假投資,虛擬貨幣,高報酬",14,4146515,50-69 中高齡,1
UID-fb4ef414,2026-03-13 08:03:00,+886-905-168-515,"債務不履行,退款延遲",2,3000,學生,0
UID-ff8929ee,2026-03-12 23:26:00,+886-902-192-420,"假冒郵局,普發現金冒領",1,1579523,70+ 長者,1
UID-85da88d1,2026-03-12 15:09:00,+886-903-888-030,"假投資,內線交易,VIP通道",18,1423908,碩博士,1
UID-0c05351a,2026-03-13 02:19:00,+886-904-676-034,"Threads廣告,假兼職",20,138186,學生,1
UID-7c09049f,2026-03-12 12:25:00,+886-905-113-148,"債務不履行,退款延遲",2,3000,上班族,0
UID-f489ea43,2026-03-13 04:41:00,+886-905-230-589,"司法文書送達,正常公務",2,500,大專院校,0
UID-8e34b56e,2026-03-13 01:02:00,+886-901-722-039,"網路購物詐騙,假賣場",178,23625,上班族,1
UID-1458ce63,2026-03-12 09:46:00,+886-904-135-095,"網路交友,要求儲值,點數卡",18,139047,大專院校,1
UID-2f8df9d5,2026-03-12 13:54:00,+886-905-686-422,"交易糾紛,商品瑕疵",1,3000,50-69 中高齡,0
UID-d8c2959e,2026-03-13 05:17:00,+886-901-503-007,"網路購物詐騙,ATM操作",235,40390,大專院校,1
UID-7d322e53,2026-03-12 16:40:00,+886-902-174-212,"假員警,偵查不公開",2,4150381,70+ 長者,1
UID-4968cc0e,2026-03-12 18:38:00,+886-902-112-418,"假扣押財產,面交黃金白銀",2,7316865,碩博士,1
UID-fe19fefc,2026-03-12 23:22:00,+886-901-220-007,"網路購物詐騙,解除分期付款",380,10707,大專院校,1
UID-e9793c61,2026-03-12 09:04:00,+886-999-999-999,"機器人測試,惡意灌水",11581,0,未知,0
UID-3da8b936,2026-03-13 08:28:00,+886-903-884-035,"假投資,資金盤",5,1929937,上班族,1
UID-246e126f,2026-03-12 09:14:00,+886-903-885-056,"假投資,保證獲利",11,319723,上班族,1
UID-3df38e4b,2026-03-12 12:00:00,+886-903-881-096,"假投資,資金盤",13,2215984,大專院校,1
UID-78227878,2026-03-13 08:46:00,+886-902-199-953,"假檢警,監管帳戶",2,7406137,50-69 中高齡,1
UID-0005a978,2026-03-13 04:38:00,+886-903-889-091,"假投資,保證獲利",6,2272800,50-69 中高齡,1
UID-96f99749,2026-03-12 09:06:00,+886-999-999-999,"機器人測試,惡意灌水",10146,0,未知,0
UID-a7a0c0fb,2026-03-12 15:06:00,+886-904-433-013,"Threads廣告,假兼職",5,138224,學生,1
UID-bfe49c9d,2026-03-13 00:20:00,+886-902-197-840,"假扣押財產,面交黃金白銀",3,1380743,50-69 中高齡,1
UID-20ed27a1,2026-03-13 02:43:00,+886-903-882-037,"假投資,保證獲利",15,2180613,50-69 中高齡,1
UID-28e5eb7b,2026-03-12 17:22:00,+886-903-889-050,"假投資,內線交易,VIP通道",14,3309094,50-69 中高齡,1
UID-b2829dbb,2026-03-12 17:17:00,+886-904-491-027,"網路交友,AI濾鏡假冒",20,147499,大專院校,1
UID-7140a294,2026-03-13 01:06:00,+886-902-117-852,"假扣押財產,面交黃金白銀",1,7789208,50-69 中高齡,1
UID-11778791,2026-03-12 16:40:00,+886-905-969-463,"債務不履行,退款延遲",1,500,70+ 長者,0
UID-64398a04,2026-03-12 15:50:00,+886-905-526-858,"交易糾紛,商品瑕疵",2,0,碩博士,0
UID-c0d7200d,2026-03-12 18:11:00,+886-904-869-024,"殺豬盤,平台無法出金",30,43162,碩博士,1
UID-c1bdfee8,2026-03-12 09:02:00,+886-999-999-999,"機器人測試,惡意灌水",12757,0,未知,0
UID-a3f51f30,2026-03-13 02:59:00,+886-903-884-071,"假投資,內線交易,VIP通道",13,996123,碩博士,1
UID-6270d068,2026-03-12 10:18:00,+886-902-144-158,"假扣押財產,面交黃金白銀",3,3138430,70+ 長者,1
UID-cab403e7,2026-03-12 20:53:00,+886-905-771-724,"一般客訴,服務態度",1,500,上班族,0
UID-32e10151,2026-03-12 11:10:00,+886-904-569-066,"Threads廣告,假兼職",13,35008,學生,1
UID-4d1d4eca,2026-03-12 09:08:00,+886-999-999-999,"機器人測試,惡意灌水",14882,0,未知,0
UID-7eb8cb06,2026-03-12 10:04:00,+886-903-883-067,"假投資,內線交易,VIP通道",9,2688435,碩博士,1
UID-d3449ccd,2026-03-12 10:17:00,+886-901-359-035,"網路購物詐騙,假賣場",262,1408,學生,1
UID-edfb9b3f,2026-03-13 00:05:00,+886-901-940-039,"幽靈包裹,超商取貨",174,32773,學生,1
UID-93261c60,2026-03-13 05:30:00,+886-903-884-035,"假投資,保證獲利",6,1215827,碩博士,1
UID-39c704a7,2026-03-12 18:44:00,+886-905-461-451,"司法文書送達,正常公務",2,500,大專院校,0
